url,photo_url,brand,title,original_price,current_price,discount
https://mobelix.com.mk/mk/proizvodi/xiaomi-mi-11t-5g-8gb-ram256gb,https://mobelix.com.mk/storage/app/uploads/public/624/d67/6da/thumb_3798_550_800_0_0_crop.png,Xiaomi,Xiaomi Mi 11T 5G 8GB RAM/256GB,"29,500.00","26,500.00 ден",-10%
https://mobelix.com.mk/mk/proizvodi/xiaomi-mi-12-pro-5g-12gb-ram256gb,https://mobelix.com.mk/storage/app/uploads/public/628/ba6/995/thumb_3840_550_800_0_0_crop.png,Xiaomi,Mi 12 Pro 5G 12GB RAM/256GB,,"54,100.00 ден",
https://mobelix.com.mk/mk/proizvodi/redmi-note-11-4gb-ram128gb,https://mobelix.com.mk/storage/app/uploads/public/628/bb0/2f9/thumb_3853_550_800_0_0_crop.png,Xiaomi,Redmi Note 11 4GB RAM/128GB,"12,300.00","10,500.00 ден",-15%
https://mobelix.com.mk/mk/proizvodi/xiaomi-mi-12t-pro-5g-12gb-ram256gb,https://mobelix.com.mk/storage/app/uploads/public/63b/ee4/7aa/thumb_4363_550_800_0_0_crop.png,Xiaomi,Mi 12T Pro 5G 12GB RAM/256GB,,"43,000.00 ден",
https://mobelix.com.mk/mk/proizvodi/asus-zenfone-9-8gb-ram128gb,https://mobelix.com.mk/storage/app/uploads/public/63d/3ab/188/thumb_4381_550_800_0_0_crop.png,ASUS,Zenfone 9 8GB RAM/128GB,"43,000.00","39,900.00 ден",-7%
https://mobelix.com.mk/mk/proizvodi/asus-zenfone-9-8gb-ram256gb,https://mobelix.com.mk/storage/app/uploads/public/63d/3ab/888/thumb_4388_550_800_0_0_crop.png,ASUS,Zenfone 9 8GB RAM/256GB,"49,200.00","43,000.00 ден",-13%
https://mobelix.com.mk/mk/proizvodi/galaxy-s23-5g-8128gb,https://mobelix.com.mk/storage/app/uploads/public/63e/261/856/thumb_4522_550_800_0_0_crop.png,Samsung,Galaxy S23 5G 8/128GB,"35,000.00","30,100.00 ден",-14%
https://mobelix.com.mk/mk/proizvodi/galaxy-s23-5g-8256gb,https://mobelix.com.mk/storage/app/uploads/public/63e/261/e2a/thumb_4536_550_800_0_0_crop.png,Samsung,Galaxy S23+ 5G 8/256GB,"42,400.00","39,400.00 ден",-7%
https://mobelix.com.mk/mk/proizvodi/samsung-galaxy-s23-ultra-5g-12256gb,https://mobelix.com.mk/storage/app/uploads/public/63e/a5e/a1a/thumb_4563_550_800_0_0_crop.png,Samsung,Galaxy S23 Ultra 5G 12/256GB,"54,100.00","44,900.00 ден",-17%
https://mobelix.com.mk/mk/proizvodi/one-plus-11-5g-8gb-ram128gb,https://mobelix.com.mk/storage/app/uploads/public/63e/df3/edb/thumb_4566_550_800_0_0_crop.png,One Plus,One Plus 11 5G 8GB RAM/128GB,"43,000.00","36,900.00 ден",-14%
https://mobelix.com.mk/mk/proizvodi/xiaomi-poco-x5-pro-5g-8gb-ram256gb,https://mobelix.com.mk/storage/app/uploads/public/63e/e3f/01e/thumb_4572_550_800_0_0_crop.png,Xiaomi,Xiaomi Poco X5 PRO 5G 8GB RAM/256GB,"21,500.00","18,500.00 ден",-14%
https://mobelix.com.mk/mk/proizvodi/redmi-note-12-pro-5g-8gb-ram256gb,https://mobelix.com.mk/storage/app/uploads/public/63e/e3f/a61/thumb_4577_550_800_0_0_crop.png,Xiaomi,Redmi Note 12 Pro+ 5G 8GB RAM/256GB,"22,100.00","18,500.00 ден",-16%
https://mobelix.com.mk/mk/proizvodi/redmi-note-12-pro-5g-6gb-ram128gb,https://mobelix.com.mk/storage/app/uploads/public/63e/e42/e55/thumb_4583_550_800_0_0_crop.png,Xiaomi,Redmi Note 12 Pro 5G 6GB RAM/128GB,"21,500.00","17,200.00 ден",-20%
https://mobelix.com.mk/mk/proizvodi/redmi-note-12-5g-6gb-ram128gb,https://mobelix.com.mk/storage/app/uploads/public/63e/e43/5c1/thumb_4589_550_800_0_0_crop.png,Xiaomi,Redmi Note 12 5G 6GB RAM/128GB,,"19,700.00 ден",
https://mobelix.com.mk/mk/proizvodi/galaxy-s23-5g-8256gb-2,https://mobelix.com.mk/storage/app/uploads/public/641/972/989/thumb_4642_550_800_0_0_crop.png,Samsung,Galaxy S23 5G 8/256GB,"43,000.00","38,200.00 ден",-11%
https://mobelix.com.mk/mk/proizvodi/samsung-buds-2-pro,https://mobelix.com.mk/storage/app/uploads/public/641/974/6ea/thumb_4649_550_800_0_0_crop.png,Samsung,Buds 2 Pro,"7,500.00","6,150.00 ден",-18%
https://mobelix.com.mk/mk/proizvodi/xiaomi-13-lite-8gb-ram256gb,https://mobelix.com.mk/storage/app/uploads/public/641/979/3cc/thumb_4654_550_800_0_0_crop.png,Xiaomi,Xiaomi 13 lite 8GB RAM/256GB,"27,000.00","24,000.00 ден",-11%
https://mobelix.com.mk/mk/proizvodi/xiaomi-13-pro-5g-12gb-ram256gb,https://mobelix.com.mk/storage/app/uploads/public/641/979/bc5/thumb_4658_550_800_0_0_crop.png,Xiaomi,Xiaomi 13 Pro 5G 12GB RAM/256GB,"66,400.00","58,400.00 ден",-12%
https://mobelix.com.mk/mk/proizvodi/apple-airtag-4-pack,https://mobelix.com.mk/storage/app/uploads/public/641/c1e/a75/thumb_4666_550_800_0_0_crop.jpg,Apple,AirTag 4 pack,"8,000.00","6,800.00 ден",-15%
